alpha,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.76,3.65,0.20131578886925192,0.3551605809750106,0.1342105250200877,0.13402286051192341
0.76,3.8,0.20131578948477785,0.35444653079190186,0.13421052631674818,0.12658804670663265
0.76,3.95,0.20131578752032125,0.3536276553189518,0.13421052468533337,0.11987378173000673
0.76,4.1,0.20131578952363668,0.35274165909803606,0.13421052637811465,0.11378763196784347
0.76,4.25,0.20131578673748507,0.3518168087628423,0.1342105256506541,0.10825132667914857
0.76,4.4,0.20131578791882238,0.35087421617295667,0.13421052813719614,0.10319830009596084
0.76,4.55,0.20131578946994763,0.34992950430301084,0.13421052630267583,0.0985716913502399
0.76,4.7,0.2013157891286553,0.3489941367076038,0.13421052599237246,0.09432273968024012
0.76,4.85,0.2013157879828023,0.34807639604879437,0.13421052454571475,0.09040945353292798
0.76,5.0,0.20131579027683993,0.3471821527413021,0.1342105254426582,0.08679553765666223
0.76,5.15,0.20131578947819526,0.3463154241871026,0.13421052631188268,0.08344949980152414
0.76,5.3,0.2013157903678123,0.3454788424987615,0.13421052511088266,0.08034391624692247
0.76,5.45,0.20131578941938563,0.34467398332383714,0.13421052638556233,0.07745482774841984
0.76,5.6,0.20131578852148882,0.34390162738648755,0.13421052577918682,0.07476122350212647
0.76,5.75,0.20131578947356207,0.3431619692335984,0.13421052631594432,0.07224462510188413
0.76,5.9,0.20131578948004214,0.34245475808448367,0.13421052632191577,0.06988872613930106
0.76,6.05,0.20131579021905446,0.341779431060896,0.13421052783372536,0.06767909539850299
0.76,6.2,0.20131578947421316,0.34113518840085033,0.13421052631489477,0.06560292084597377
0.76,6.35,0.20131578990389726,0.34052108502682066,0.13421052801761807,0.06364880119486653
0.76,6.5,0.2013157894711161,0.3399360559771638,0.1342105263165486,0.061806555633034964
0.76,6.65,0.2013157898083502,0.3393789843001373,0.13421052605835568,0.06006707673020968
0.76,6.8,0.20131578948497078,0.3388487115760609,0.13421052632333846,0.05842219164978927
0.76,6.95,0.20131579030866004,0.33834407194455823,0.13421052673706538,0.05686454978931056
0.76,7.1,0.20131578947110942,0.3378639010510002,0.13421052631866423,0.055387524763607046
0.76,7.25,0.2013157894742717,0.33740706029389883,0.13421052631591152,0.053985129646912725
0.76,7.4,0.2013157894736343,0.33697243463210824,0.134210526315928,0.05265194291130315
0.76,7.55,0.20131578963259425,0.33655894470431236,0.134210526250993,0.05138304494700119
0.76,7.7,0.20131578947367648,0.3361655495152401,0.13421052631591968,0.05017396261423914
0.76,7.85,0.2013157893980105,0.33579125001065213,0.13421052630403416,0.049020620453243166
0.76,8.0,0.20131578940214498,0.3354350898748947,0.13421052624431232,0.047919298556249254
0.78,0.5,0.20384615384584404,-2.7185991788299734e-24,0.13589743589633238,0.8028672944031353
0.78,0.65,0.20384615381745613,1.8079840794200974e-18,0.135897435873415,0.8028672943979345
0.78,0.8,0.20384615384557958,1.3333645081207708e-12,0.13589743589806447,0.8028672941699992
0.78,0.95,0.20384615457205252,1.3574674885199147e-06,0.13589743708155563,0.802865618301651
0.78,1.1,0.2038461538466112,0.07131492071063116,0.13589743589894965,0.7131492092870223
0.78,1.25,0.2038461541132147,0.15153454017378984,0.1358974340254936,0.6061381600440527
0.78,1.4,0.20384615375052814,0.20913444968950073,0.13589743709723412,0.5228361248060593
0.78,1.55,0.20384615242023368,0.2510355869813153,0.1358974395934124,0.45642834245592656
0.78,1.7,0.2038461538427799,0.28174291517322647,0.1358974358972085,0.4024898788198721
0.78,1.85,0.20384615383099103,0.3043135579577445,0.13589743588801212,0.3580159505386263
0.78,2.0,0.20384615688247862,0.32088946168840393,0.13589743740272434,0.3208894611711183
0.78,2.15,0.203846154630402,0.33300802891895703,0.13589743727537193,0.28957219953897034
0.78,2.3,0.20384615376669432,0.3417926590138256,0.135897435999776,0.2629174301215536
0.78,2.45,0.20384615384634927,0.34807491637168303,0.13589743589796482,0.24005166646343135
0.78,2.6,0.2038461538479007,0.35247599365411025,0.13589743590280784,0.22029749603583357
0.78,2.75,0.20384615374128096,0.35546287111582897,0.1358974351869662,0.20312164031795898
0.78,2.9,0.203846155160277,0.3573881039814933,0.1358974358212285,0.18809900131398705
0.78,3.05,0.20384615384795574,0.3585186072752422,0.13589743589792608,0.1748871254993635
0.78,3.2,0.2038461468674749,0.35905682757088286,0.13589743262837334,0.1632076511173373
0.78,3.35,0.20384615385595586,0.35915650164170676,0.13589743589363576,0.15283255388337874
0.78,3.5,0.20384615457764288,0.35893438726828675,0.1358974361229238,0.14357375463737282
0.78,3.65,0.20384615384939192,0.35847920036437625,0.13589743589719974,0.1352751699471732
0.78,3.8,0.2038461538461518,0.3578582988354563,0.13589743589655795,0.12780653529804314
0.78,3.95,0.2038461538464369,0.35712276512297364,0.13589743589776798,0.12105856444846093
0.78,4.1,0.20384615545306445,0.35631126741316493,0.13589743399581772,0.11493911716094411
0.78,4.25,0.203846152301697,0.3554529913305936,0.13589743627220155,0.10937015194595275
0.78,4.4,0.20384615302739598,0.35456987718714544,0.13589743538518956,0.10428525815740097
0.78,4.55,0.20384615289846555,0.3536783172286373,0.13589743463750106,0.09962769496553145
0.78,4.7,0.20384615344450988,0.35279046405544684,0.13589743562390272,0.0953487741363196
0.78,4.85,0.20384615385407834,0.3519152172627623,0.13589743590397046,0.09140654993742657
0.78,5.0,0.2038461564344957,0.3510589912740164,0.13589743002240434,0.0877647452604003
0.78,5.15,0.2038461538284455,0.3502263098205089,0.13589743588991546,0.08439188188839046
0.78,5.3,0.20384615384575358,0.3494202327829778,0.1358974358970291,0.08126051925187892
0.78,5.45,0.20384615212827958,0.34864272407126834,0.13589743669901264,0.07834668031576372
0.78,5.6,0.20384615384619043,0.34789491202575906,0.1358974358977292,0.07562932870131336
0.78,5.75,0.20384615371187537,0.3471772883529556,0.1358974359206493,0.07308995548835732
0.78,5.9,0.2038461538452542,0.34648987630542644,0.13589743589793124,0.0707122196545448
0.78,6.05,0.20384615384621055,0.3458323477985893,0.135897435897171,0.06848165302934764
0.78,6.2,0.20384615610256934,0.3452041224465506,0.13589743655206088,0.06638540768933618
0.78,6.35,0.20384615447787824,0.34460442755164833,0.13589743580534316,0.06441204234506244
0.78,6.5,0.2038461538445397,0.3440323775698658,0.1358974358957896,0.06255134137641441
0.78,6.65,0.20384615384592003,0.3434869964040751,0.135897435897814,0.06079415865572437
0.78,6.8,0.20384615384486052,0.3429672581614527,0.1358974358989465,0.059132285890523176
0.78,6.95,0.20384615384603233,0.3424721121484164,0.13589743589775413,0.05755833817629506
0.78,7.1,0.20384615385003407,0.34200050125987935,0.13589743589881847,0.056065655943593765
0.78,7.25,0.20384615383441268,0.34155137606221797,0.13589743587489841,0.05464822016849673
0.78,7.4,0.20384615384602284,0.341123705411999,0.13589743589756037,0.05330057897067646
0.78,7.55,0.20384615546738508,0.3407164865265836,0.13589743749720656,0.05201778412923169
0.78,7.7,0.20384615176418036,0.34032873440392086,0.13589743604363208,0.05079533396265919
0.78,7.85,0.20384615560364447,0.3399595249538716,0.13589743599307172,0.04962912737954652
0.78,8.0,0.20384615382451207,0.33960794131916905,0.13589743586750108,0.048515420187961796
0.8,0.5,0.20625000280163847,8.852249082423104e-25,0.1374999990307173,0.8037727822245321
0.8,0.65,0.2062499999998293,9.048242737145215e-20,0.13749999999888113,0.8037727822420904
0.8,0.8,0.2062499992748227,1.1436188549057441e-12,0.13750000099260534,0.8037727824298131
0.8,0.95,0.20624999926901974,1.364816252433503e-06,0.13749999942030894,0.803771099904426
0.8,1.1,0.20624999999737548,0.07141250325002238,0.13749999981023842,0.7141250346667906
0.8,1.25,0.2062500000901793,0.15180234993431935,0.13749999994513723,0.6072093997179699
0.8,1.4,0.20625000012688757,0.2095959407901323,0.13750000005762414,0.5239898519911789
0.8,1.55,0.2062499981609308,0.25170808727615396,0.1374999997943609,0.45765106803423394
0.8,1.7,0.2062499990307194,0.2826375864829233,0.13750000088198294,0.403767981590711
0.8,1.85,0.20624999683052375,0.30543568102746405,0.13749999355036374,0.3593360922604295
0.8,2.0,0.20625000005680763,0.32223900586369086,0.13750000001843726,0.32223900584744436
0.8,2.15,0.20625000001387125,0.3345804336252106,0.13749999998483484,0.29093950748249686
0.8,2.3,0.20624999999991184,0.3435797326953044,0.1374999999999798,0.2642921020733494
0.8,2.45,0.20624999953705458,0.35006576602691497,0.13750000273125537,0.24142466811713398
0.8,2.6,0.2062500017380396,0.3546579035260722,0.13750000094930304,0.22166118921785646
0.8,2.75,0.20624999999959143,0.3578220737991594,0.13750000000062093,0.204469756457227
0.8,2.9,0.2062499999996517,0.35991042464166734,0.1374999999993256,0.18942653928494663
0.8,3.05,0.20625000002134425,0.3611899630079796,0.1375000000269299,0.17619022585863875
0.8,3.2,0.20625000002202273,0.3618635940534928,0.13750000012359254,0.1644834518866673
0.8,3.35,0.20624999950128128,0.3620857386936202,0.13749999936024293,0.15407903772311596
0.8,3.5,0.2062499999999064,0.3619740309605329,0.13750000000004012,0.14478961238427623
0.8,3.65,0.20625000770469087,0.36161812134119453,0.13750000295393264,0.13645966589456693
0.8,3.8,0.2062499999991377,0.36108630110015427,0.13749999999940257,0.12895939325022926
0.8,3.95,0.20624999972503488,0.36043061600617554,0.13749999924911732,0.12217986968413871
0.8,4.1,0.20625000000024452,0.35969062912270694,0.13750000000065293,0.1160292352009944
0.8,4.25,0.20624999998595833,0.3588963684690732,0.13749999999879656,0.11042965184206902
0.8,4.4,0.20625000051443404,0.3580705523994935,0.13749999994988732,0.10531486813048725
0.8,4.55,0.20625000020151033,0.3572302838198796,0.13749999885225356,0.1006282485304276
0.8,4.7,0.20624999872827843,0.3563883583904996,0.13749999970175153,0.09632117833008505
0.8,4.85,0.20624999925353768,0.35555425523128414,0.13749999631272697,0.09235175381365329
0.8,5.0,0.2062500007389302,0.3547349184696963,0.13750000211943697,0.08868372994873938
0.8,5.15,0.20625000048364622,0.35393531221012364,0.13750000002416501,0.08528561724279728
0.8,5.3,0.20624999939168717,0.35315892289037076,0.13750000010824143,0.08212998229521526
0.8,5.45,0.20624999998136428,0.35240807958023473,0.13750000024972936,0.07919282694091499
0.8,5.6,0.20625000000004787,0.35168423036140695,0.1375000000031408,0.07645309355758138
0.8,5.75,0.20624999318373508,0.35098815217069146,0.13749999937409446,0.07389224445363549
0.8,5.9,0.20625000059853765,0.35032014330685957,0.13750000095518472,0.07149390684353982
0.8,6.05,0.2062499999998407,0.349680079080008,0.1374999999998336,0.0692435800158509
0.8,6.2,0.20625000013395525,0.3490675880203735,0.13749999993652046,0.06712838226097953
0.8,6.35,0.20625000000785204,0.34848208173497425,0.13750000002355717,0.06513683771036438
0.8,6.5,0.2062500006104046,0.34792282297482435,0.13749999409771663,0.0632586937097895
0.8,6.65,0.2062500009492137,0.3473889926338613,0.13750000143408064,0.06148477750475684
0.8,6.8,0.20624999999959165,0.346879671974399,0.1374999999969759,0.05980683999509466
0.8,6.95,0.20624999995085208,0.346393931908305,0.13749999917887515,0.05821746740261966
0.8,7.1,0.20625000000015747,0.345930815286774,0.13750000000003967,0.056709969719113615
0.8,7.25,0.20625000027983525,0.34548936710299827,0.13750000854106642,0.055278300226390575
0.8,7.4,0.20625000000623647,0.3450686144015633,0.13750000000491513,0.053916970999718
0.8,7.55,0.20625000001418686,0.34466764512940673,0.1374999999850736,0.052621014517869415
0.8,7.7,0.20625000000007082,0.3442855413181318,0.13750000000013846,0.05138590168928172
0.8,7.85,0.20624999993117293,0.34392142013632565,0.13749999981320843,0.050207506572666726
0.8,8.0,0.20625000188943296,0.34357443324860637,0.13750000095798173,0.049082061660374515
0.82,0.5,0.20853658536824454,2.5254826022714e-24,0.13902439024322216,0.8046331390382548
0.82,0.65,0.2085365853656394,2.9991649973314757e-18,0.13902439024351143,0.8046331390381711
0.82,0.8,0.20853658536153974,9.44664798005983e-13,0.13902439024260538,0.8046331391043106
0.82,0.95,0.20853658678500991,1.5629138946897325e-06,0.13902439115558896,0.8046312163585115
0.82,1.1,0.2085365845167823,0.07150517017977559,0.13902438908102244,0.7150517009720321
0.82,1.25,0.2085365853668431,0.1520564633480214,0.13902439024254018,0.6082258533916177
0.82,1.4,0.20853658517886972,0.21003350470545964,0.13902438999851693,0.5250837616648969
0.82,1.55,0.2085365853660092,0.25234529834501596,0.1390243902440668,0.45880963335463865
0.82,1.7,0.20853658536587877,0.28348483112524214,0.13902439024365867,0.4049783301787498
0.82,1.85,0.2085365911131058,0.3064978344328296,0.13902438480130147,0.36058568138652836
0.82,2.0,0.20853658536580713,0.3235159763153052,0.13902439024429386,0.32351597631559414
0.82,2.15,0.20853658566602795,0.3360679205724907,0.13902439016469012,0.292232974193587
0.82,2.3,0.20853658430579958,0.3452700604925141,0.13902438884129636,0.26559235396475417
0.82,2.45,0.20853658536561306,0.3519487542251176,0.1390243902447207,0.24272327877656502
0.82,2.6,0.20853658444821127,0.3567216749612424,0.13902438861238378,0.2229510464819778
0.82,2.75,0.2085365853729338,0.3600537793152623,0.13902439025074098,0.20574501675108228
0.82,2.9,0.20853659098945648,0.3622968265532833,0.13902439418003582,0.19068253907286697
0.82,3.05,0.208536586128317,0.36371788105041314,0.13902438226656608,0.17742335244159302
0.82,3.2,0.20853658583953458,0.3645202835116753,0.13902438897486674,0.16569103714079367
0.82,3.35,0.20853658490333538,0.36485908444358867,0.13902439113515402,0.15525918548704726
0.82,3.5,0.2085365853729908,0.364852702293629,0.13902439024252317,0.14594108091334182
0.82,3.65,0.20853657850519097,0.3645916357304507,0.1390243872419635,0.13758175145981852
0.82,3.8,0.208536584723013,0.36414509987304794,0.13902438962599267,0.13005182145115887
0.82,3.95,0.2085365853659432,0.36356597233083454,0.13902439024397198,0.12324270248501348
0.82,4.1,0.20853658536584216,0.36289466068069387,0.1390243902440691,0.11706279376802779
0.82,4.25,0.20853658536614392,0.36216198029197044,0.13902439024363172,0.11143445547424258
0.82,4.4,0.2085365853659716,0.36139137421302175,0.1390243902431415,0.10629158065060018
0.82,4.55,0.20853658539181597,0.36060061129364984,0.13902439024980323,0.10157763697586167
0.82,4.7,0.2085365853658677,0.35980308775677766,0.139024390243979,0.0972440777721194
0.82,4.85,0.20853658681007542,0.35900882983205096,0.13902439133913216,0.09324904649830272
0.82,5.0,0.2085365853661915,0.3582252537433659,0.13902439024371113,0.08955631343567044
0.82,5.15,0.20853658580055795,0.35745778065946754,0.13902439020929008,0.08613440482143701
0.82,5.3,0.20853658536892716,0.35671027421552065,0.1390243902422179,0.08295587772309529
0.82,5.45,0.2085365853675695,0.35598540978342214,0.13902439024585267,0.07999672129958493
0.82,5.6,0.2085365853653641,0.3552849449316086,0.13902439024444735,0.07723585759411118
0.82,5.75,0.20853658618232568,0.35460993623951564,0.13902439029845037,0.07465472318650598
0.82,5.9,0.20853658536597552,0.35396090175164635,0.1390243902437914,0.07223691872476493
0.82,6.05,0.20853658536555747,0.3533379583269973,0.13902439024395044,0.06996791254009409
0.82,6.2,0.2085365853658101,0.3527409149708282,0.13902439024379948,0.06783479134053373
0.82,6.35,0.20853658532463615,0.3521693552074739,0.1390243901993024,0.06582604770404404
0.82,6.5,0.20853658534483901,0.35162269824633946,0.13902439072361888,0.06393139978455128
0.82,6.65,0.20853658536588324,0.3511002439515657,0.1390243902438741,0.06214163609760909
0.82,6.8,0.20853658535020497,0.3506012140137759,0.13902439003168338,0.060448485137542154
0.82,6.95,0.2085365853659201,0.3501247773580608,0.1390243902444786,0.05884450039640558
0.82,7.1,0.20853658536646574,0.34967007218210416,0.1390243902442661,0.057322962652726385
0.82,7.25,0.20853658536534253,0.3492362243328726,0.13902439024504104,0.05587779589358264
0.82,7.4,0.2085365853649564,0.3488223591745497,0.13902439024082233,0.05450349362068382
0.82,7.55,0.2085365853658676,0.34842761143961576,0.1390243902437536,0.05319505518159205
0.82,7.7,0.20853658536590078,0.34805113235263235,0.13902439024388538,0.051947930201872404
0.82,7.85,0.2085365853660217,0.34769209487303615,0.13902439024366403,0.05075797005438323
0.82,8.0,0.20853658407880457,0.34734969474138916,0.13902438858817268,0.04962138496214141
0.84,0.5,0.2107142848563366,2.473624151602893e-23,0.14047619155489238,0.8054516733759032
0.84,0.65,0.2107142857144258,5.5083510560882075e-19,0.14047619047674814,0.8054516732425968
0.84,0.8,0.21071428571429926,1.241783751253651e-12,0.14047619047583998,0.8054516733909034
0.84,0.95,0.2107142855331423,1.5176106649041363e-06,0.14047619160039057,0.8054498094557694
0.84,1.1,0.21071428568758394,0.071593285242539,0.14047619045375614,0.7159328509206518
0.84,1.25,0.21071428571326617,0.15229791028486267,0.14047619047731402,0.6091916411398454
0.84,1.4,0.2107142857142331,0.21044896586165046,0.14047619047618606,0.5261224146541285
0.84,1.55,0.21071428465629444,0.2529499438666061,0.14047619201203515,0.45990898994216173
0.84,1.7,0.21071428571416456,0.28428834866883335,0.1404761904760455,0.4061262123839923
0.84,1.85,0.21071427976762003,0.30750472822211256,0.14047619405442927,0.36177027344490165
0.84,2.0,0.21071428571441309,0.3247261212895611,0.14047619047920928,0.32472612129152995
0.84,2.15,0.210714285253833,0.33747724665127815,0.1404761902664255,0.2934584754652242
0.84,2.3,0.21071428472642517,0.3468713633146626,0.14047618924957622,0.2668241254357972
0.84,2.45,0.21071428548663204,0.3537324955484823,0.1404761897050329,0.24395344488944143
0.84,2.6,0.21071428571582979,0.35867674246606784,0.14047619047172782,0.22417296403794057
0.84,2.75,0.2107142855075934,0.36216814240528467,0.140476189709226,0.20695322395273968
0.84,2.9,0.21071428625563052,0.3645580878405092,0.14047619141945727,0.19187267796867363
0.84,3.05,0.21071428571769463,0.3661137168180433,0.14047619047583337,0.17859205698237715
0.84,3.2,0.2107142857148697,0.3670387215470829,0.14047619047673576,0.16683578252133172
0.84,3.35,0.21071428642380813,0.36748875506346257,0.14047619284464097,0.15637819427514113
0.84,3.5,0.21071428571404302,0.3675829511290128,0.1404761904761735,0.14703318045171904
0.84,3.65,0.21071428571314957,0.3674126128372758,0.14047619047718712,0.13864626899612637
0.84,3.8,0.2107142857131906,0.36704775155591635,0.14047619047920387,0.13108848270015608
0.84,3.95,0.21071428634465236,0.3665420714736859,0.14047619111543894,0.12425154959701075
0.84,4.1,0.2107142857186292,0.3659367497479776,0.14047619046581294,0.11804411281654345
0.84,4.25,0.2107142897772191,0.36526333772529684,0.1404761905491354,0.1123887176318509
0.84,4.4,0.21071428571781853,0.3645459456562073,0.140476190475939,0.10721939577973816
0.84,4.55,0.21071428571236878,0.3638029735283264,0.1404761904885416,0.1024797108575215
0.84,4.7,0.21071428571324344,0.36304837935251555,0.14047619047529933,0.0981211836089199
0.84,4.85,0.2107142835584154,0.3622926950793634,0.14047618948769017,0.0941019992268265
0.84,5.0,0.21071428571327636,0.3615438092726171,0.1404761904762351,0.09038595231852109
0.84,5.15,0.21071428575784648,0.3608075400906663,0.14047619049145596,0.08694157591465224
0.84,5.3,0.21071428571425138,0.3600881236706873,0.140476190476557,0.08374142410956678
0.84,5.45,0.21071428387257235,0.35938856015620735,0.1404761903418154,0.08076147474808491
0.84,5.6,0.210714286158022,0.358710899770756,0.14047618444136925,0.07798062880366816
0.84,5.75,0.21071428571488632,0.35805646575786426,0.14047619047688412,0.07538030858058316
0.84,5.9,0.21071428571437628,0.3574259981251132,0.1404761904760817,0.07294408124997209
0.84,6.05,0.21071428571398965,0.35681982129615897,0.14047619047630072,0.07065739035578343
0.84,6.2,0.21071428571420942,0.35623792798712406,0.1404761904760174,0.06850729384366194
0.84,6.35,0.2107142857127747,0.35568006472597,0.14047619047692148,0.06648225508952495
0.84,6.5,0.21071428571418438,0.3551457953301081,0.1404761904760657,0.06457196278729374
0.84,6.65,0.21071428571428527,0.3546345504982038,0.1404761904760885,0.06276717707930815
0.84,6.8,0.2107142857159788,0.3541456665223227,0.14047619047696194,0.061059597675988564
0.84,6.95,0.21071428748423013,0.3536784186771802,0.1404761924487735,0.059441750976974315
0.84,7.1,0.2107142846876307,0.3532320273750084,0.1404761904527531,0.05790688997294413
0.84,7.25,0.21071428576538503,0.3528057148193873,0.14047619178176185,0.05644891459204906
0.84,7.4,0.21071428575551324,0.3523986710281613,0.14047619051504523,0.055062292345584615
0.84,7.55,0.21071428556893443,0.35201010151732026,0.140476190737658,0.053742000308328
0.84,7.7,0.21071428571481232,0.35163921613047944,0.14047619047597093,0.05248346509395089
0.84,7.85,0.21071428569262673,0.3512852417394206,0.14047619045742143,0.051282517043780215
0.84,8.0,0.21071428571415035,0.350947425148784,0.14047619047699964,0.050135346449983284
0.86,0.5,0.2127906974587413,6.375211008361149e-25,0.14186046579657616,0.8062313764384526
0.86,0.65,0.2127906976849694,-8.107810813582702e-18,0.1418604651224989,0.8062313763395901
0.86,0.8,0.21279069767372624,1.670312485687298e-12,0.14186046511627448,0.8062313763677018
0.86,0.95,0.21279069707430437,1.5203063628449212e-06,0.1418604643899372,0.8062295119576655
0.86,1.1,0.21279069766666966,0.07167717722416668,0.14186046512135983,0.7167717728091689
0.86,1.25,0.21279069956465535,0.15252761946156973,0.14186046622305545,0.6101104782170903
0.86,1.4,0.21279069771048648,0.2108439667566704,0.14186046514211492,0.5271099169006349
0.86,1.55,0.21279069719948973,0.25352447386192317,0.14186046497943938,0.46095358885391047
0.86,1.7,0.21279069767507258,0.2850514618972918,0.14186046511589823,0.40721637413853706
0.86,1.85,0.21279069635405023,0.3084606072305646,0.14186046343487688,0.3628948314589839
0.86,2.0,0.21279069028568984,0.32587459100404303,0.14186047138303187,0.32587459886702835
0.86,2.15,0.21279069767492792,0.3388144660294733,0.1418604651139879,0.2946212748064823
0.86,2.3,0.2127906975339125,0.3483905528915733,0.1418604652180347,0.26799273313620225
0.86,2.45,0.2127906976745403,0.35542470239496265,0.1418604651159445,0.24512048441005496
0.86,2.6,0.2127906976709731,0.360531543300221,0.14186046511492148,0.22533221456390334
0.86,2.75,0.21279069781278412,0.36417425907119627,0.14186046519226808,0.20809957657065659
0.86,2.9,0.21279069767442,0.3667038917293615,0.14186046511630673,0.193002048278624
0.86,3.05,0.21279069779714804,0.3683876310525613,0.14186046494061522,0.17970128329226764
0.86,3.2,0.21279069767262512,0.3694295063256305,0.14186046511373687,0.16792250287512916
0.86,3.35,0.21279069767430753,0.36998570992671753,0.1418604651161661,0.1574407276284006
0.86,3.5,0.2127906976724357,0.37017604720498326,0.1418604651160102,0.14807041888287295
0.86,3.65,0.2127906977258344,0.3700925497001848,0.14186046438815084,0.13965756562379003
0.86,3.8,0.21279069767366926,0.3698059898578822,0.14186046511450706,0.1320735678060906
0.86,3.95,0.2127907002796193,0.3693708242229554,0.14186046694400314,0.1252104483596192
0.86,4.1,0.2127906959113352,0.3688289449447538,0.14186046389004658,0.11897707936599958
0.86,4.25,0.21279069767034797,0.36821259583008836,0.14186046511537648,0.11329618333374214
0.86,4.4,0.21279069651831053,0.3675465199904421,0.14186046308935132,0.10810191748254142
0.86,4.55,0.21279069767376296,0.36684969943466683,0.1418604651162698,0.10333794350297539
0.86,4.7,0.21279069767398956,0.36613661910799594,0.14186046511769607,0.09895584300273025
0.86,4.85,0.21279069477834459,0.3654182944902026,0.14186046633096921,0.09491384411614083
0.86,5.0,0.21279069767311345,0.3647030435590729,0.14186046511597192,0.0911757608901457
0.86,5.15,0.2127906976747486,0.363997075513507,0.14186046511651093,0.0877101386779012
0.86,5.3,0.21279069767575934,0.3633049728799613,0.14186046511767356,0.08448952857664298
0.86,5.45,0.2127906976721262,0.3626300475457609,0.14186046511687045,0.08148989832576932
0.86,5.6,0.21279069731330544,0.36197462531645513,0.14186046493615442,0.07869013600808693
0.86,5.75,0.21279069767457784,0.3613402696204784,0.14186046511641429,0.07607163570955737
0.86,5.9,0.21279069767417277,0.36072795027167215,0.14186046511616685,0.07361794903508227
0.86,6.05,0.21279069767488723,0.36013818377267726,0.14186046511585515,0.07131449183594804
0.86,6.2,0.2127906976744806,0.3595711375170506,0.1418604651170531,0.06914829567650192
0.86,6.35,0.2127906963931952,0.3590267123903357,0.14186046478207825,0.06710779698616623
0.86,6.5,0.21279069767526226,0.3585046154952838,0.14186046511643124,0.06518265736258719
0.86,6.65,0.21279069767443864,0.3580043974077896,0.14186046511637998,0.06336361016068523
0.86,6.8,0.21279069767455452,0.3575255068069064,0.14186046511611006,0.061642328759745346
0.86,6.95,0.21279069767408912,0.35706731499041383,0.1418604651210034,0.06001131344472267
0.86,7.1,0.21279069440688964,0.3566291364536564,0.1418604620542128,0.05846379308600904
0.86,7.25,0.21279069767667122,0.3562102759501776,0.14186046511645597,0.05699364415153557
0.86,7.4,0.2127906999734286,0.35580999307765787,0.1418604688027551,0.055595311531700775
0.86,7.55,0.21279069786275873,0.35542754359998796,0.14186046530994573,0.05426374710530522
0.86,7.7,0.212790697781209,0.3550622119777892,0.14186046618895562,0.05299436015033959
0.86,7.85,0.21279069767439296,0.3547132697590295,0.14186046511615918,0.05178295908889552
0.86,8.0,0.21279069767399972,0.3543800133029982,0.14186046511458156,0.05062571618596179
0.88,0.5,0.21477272720950674,-1.3742909337825128e-25,0.14318181815229264,0.8069749600311089
0.88,0.65,0.21477272727322222,4.957749157703102e-18,0.14318181818348003,0.8069749600394152
0.88,0.8,0.21477272727171068,2.6692866256597176e-12,0.14318181818232606,0.8069749600969074
0.88,0.95,0.21477272735101938,1.5152775222767415e-06,0.14318181800788193,0.8069731048238571
0.88,1.1,0.21477272716056423,0.07175714448418008,0.14318181815415532,0.7175714444990333
0.88,1.25,0.21477272785134063,0.15274643047925227,0.14318181945700026,0.6109857223433408
0.88,1.4,0.21477272727041194,0.2112199902837797,0.143181818181078,0.5280499757092942
0.88,1.55,0.21477272888536758,0.25407109630559244,0.14318181702754545,0.4619474468675828
0.88,1.7,0.21477272722498686,0.285777162864726,0.14318181820949685,0.40825308983927605
0.88,1.85,0.21477272931805874,0.3093692745430161,0.14318182043207145,0.3639638530566032
0.88,2.0,0.21477272685750065,0.326966024919156,0.1431818181465359,0.3269660251006829
0.88,2.15,0.2147727221067513,0.3400850145694806,0.143181819382752,0.29572610320082904
0.88,2.3,0.21477272727361796,0.34983383653522016,0.1431818181824444,0.2691029511808115
0.88,2.45,0.21477272339318937,0.35703229883264437,0.14318182138679483,0.246229175699884
0.88,2.6,0.21477272726755198,0.36229366050021833,0.14318181818073708,0.22643353781505823
0.88,2.75,0.2147727267089786,0.3660802982376778,0.14318181850964914,0.2091887423402313
0.88,2.9,0.2147727274780412,0.3687429261708424,0.1431818182662421,0.19407522422569384
0.88,3.05,0.21477272372919914,0.37054876729606956,0.14318181493594115,0.18075549670361782
0.88,3.2,0.214772727534847,0.37170217347914336,0.1431818190997694,0.16895553365712535
0.88,3.35,0.21477272685374715,0.3723598211007215,0.14318181719874606,0.158450987513601
0.88,3.5,0.214772727210606,0.37264213982231714,0.14318181815915923,0.14905685595094037
0.88,3.65,0.21477272727166086,0.3726418396708303,0.14318181818165968,0.140619562140389
0.88,3.8,0.2147727272719334,0.3724303975353834,0.14318181818519066,0.13301085626421585
0.88,3.95,0.21477272695685704,0.3720629671251722,0.1431818169675949,0.1261230394270168
0.88,4.1,0.2147727274017638,0.3715821303647956,0.14318181813290176,0.11986520327151798
0.88,4.25,0.21477272726356,0.3710207505125919,0.1431818181790138,0.11416023092988781
0.88,4.4,0.21477272729418692,0.3704041783111669,0.14318181821521048,0.10894240538719913
0.88,4.55,0.21477272705238767,0.3697519330702037,0.14318181776332223,0.10415547406674774
0.88,4.7,0.21477272727343194,0.36907900747862044,0.14318181818408576,0.09975108310270955
0.88,4.85,0.21477272727277322,0.3683968672953543,0.14318181818163894,0.0956874979987273
0.88,5.0,0.2147727246883484,0.36771422703206097,0.14318181074326475,0.09192855569375263
