alpha,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.181,5.9,2.1372845057839284e-13,-2.608078690198904e-11,1.5907551736109796e-14,-1.9223051890350053e-11
0.181,6.05,-4.30988216197559e-14,-1.3749422452080856e-12,-3.841580877776834e-15,6.159694556700191e-15
0.181,6.2,-9.460422060645301e-09,-1.3448177314205951e-08,-2.1778503791896537e-09,-1.0285457190217172e-09
0.181,6.35,6.839716898729508e-11,1.278220626538031e-10,5.70955602969513e-11,2.512823988455731e-11
0.181,6.5,5.049316411951712e-13,7.539644698842817e-13,-2.046658979777215e-15,-7.211788421809149e-16
0.181,6.65,7.987936315854557e-13,4.829514459774119e-12,-1.1580407937332781e-12,-8.170138115731708e-13
0.181,6.8,-3.969127798761471e-11,-1.5180083100350523e-10,-2.989339636333134e-11,8.430344841585283e-12
0.181,6.95,-7.908172059329192e-10,-6.971997256810002e-10,2.9829881507263353e-10,1.1320974664285525e-10
0.181,7.1,3.8451490074886626e-16,-1.2554725946847198e-13,3.1394042628645183e-17,5.68192539258246e-15
0.181,7.25,8.314920663393039e-11,1.5720144117452429e-10,7.531570525461038e-11,2.7658549839681803e-11
0.181,7.4,-1.811990662031867e-10,-3.087484839952412e-10,-1.22905981066117e-10,-4.4048215022183016e-11
0.181,7.55,-1.298871088580882e-11,-1.984988858570219e-11,-1.1358915439374208e-11,-8.489554769280077e-12
0.181,7.7,2.474868832187457e-15,-2.320851023811794e-13,3.9497933847549544e-17,-9.392028018249962e-15
0.181,7.85,-7.062609643293698e-12,-1.2056000178564154e-11,-5.921582618437252e-12,-1.348537590437729e-13
0.181,8.0,3.531362212903535e-15,3.6585518328511857e-13,5.24178129098127e-15,-2.7936421928292227e-14
0.201,0.5,2.851604938222339e-12,1.4010733228784681e-14,2.125604877590604e-12,0.7004975124687446
0.201,0.65,-7.494253466506475e-11,1.7955893623904145e-13,-2.108677035831221e-10,0.7004975124953822
0.201,0.8,-1.8101050940663259e-10,1.8939979059412812e-11,-1.2055880005434835e-10,0.7004975129858838
0.201,0.95,3.107040064793835e-08,1.0740491468806928e-06,7.40914736614179e-08,0.7004958217978781
0.201,1.1,-2.7853792628686526e-09,0.04197492659427095,-1.2819740997312523e-09,0.6298955437854338
0.201,1.25,6.171883152053363e-10,0.11301130716096457,4.756130063380577e-10,0.48802351890191664
0.201,1.4,2.866152643895621e-13,0.14999289267959598,-5.10726399449809e-14,0.3749822317014233
0.201,1.55,-3.5094707396471693e-13,0.16001283902513402,-2.8344872141115326e-13,0.29093243458161416
0.201,1.7,8.154236697649361e-12,0.15601918414930652,-1.9798573692886043e-12,0.24782161416824589
0.201,1.85,-1.0261367638176098e-10,0.13706478728522034,-1.601537943577522e-10,0.16898496359377752
0.201,2.0,2.4105376929223157e-07,0.12016794921205767,3.296095975274921e-08,0.1342459202649097
0.201,2.15,3.34100851250437e-08,0.10099520926472491,2.777671063550031e-08,0.10099527218442508
0.201,2.3,2.672807887239718e-08,0.08079616741484516,2.2221364059312524e-08,0.08079621775005992
0.201,2.45,7.719905226528295e-12,3.510465793659311e-10,6.448591528639604e-12,3.281513890111241e-10
0.201,2.6,-2.2550765414896303e-15,-2.2644567745088916e-11,-7.624046220064076e-19,-1.7809238952645672e-11
0.201,2.75,3.2763929395347224e-11,2.4064607438421633e-10,2.819161177961967e-11,1.7432148509611515e-10
0.201,2.9,2.0081513871016e-14,9.271379793058102e-13,2.036711168043838e-14,7.660320266603174e-14
0.201,3.05,2.172111872075733e-12,4.1995682778507534e-11,9.847918133952699e-14,1.7333801281636985e-11
0.201,3.2,-9.792327730604578e-13,1.2701331842786985e-11,-1.57590037625088e-12,9.915181461516282e-12
0.201,3.35,-8.653616655194356e-10,-7.175432661167921e-10,-6.750272631957039e-10,1.9919816580851708e-10
0.201,3.5,-6.390804392092401e-11,-1.7980792629976082e-10,-5.1501365063757314e-11,-8.001823021955413e-11
0.201,3.65,7.658012934305196e-11,2.0058906837123784e-10,6.005031771327304e-11,8.116774458145367e-11
0.201,3.8,-7.391411353391365e-11,-1.8354611647270212e-10,-6.166667814237008e-11,-7.294743753777943e-11
0.201,3.95,2.065218710140515e-09,4.7549891171851116e-09,1.6044152230293388e-09,1.7306273219530265e-09
0.201,4.1,2.5393239477917866e-11,8.03129076190717e-11,2.11002882045354e-11,1.620116939116637e-11
0.201,4.25,1.9084678094522496e-12,3.91468060686773e-12,1.8025147726835127e-12,1.11676808332233e-12
0.201,4.4,7.002518025927625e-11,1.5051603505577403e-10,5.5429695304738735e-11,5.1936221741866225e-11
0.201,4.55,-2.207496527230645e-09,-8.058477657766266e-09,-6.022734509018207e-09,-5.251353434360549e-09
0.201,4.7,-2.5693981319401978e-11,-7.880252576821021e-11,-5.083874465458038e-11,-3.8770628286088e-11
0.201,4.85,-1.289744769617406e-10,-2.654052621803234e-10,-1.03568111141346e-10,-7.422461472367503e-11
0.201,5.0,-5.747044910249076e-12,-1.005039390235966e-11,-4.57841395631747e-12,-2.0588919594501817e-12
0.201,5.15,-6.04947319522308e-13,-4.836662635465576e-12,-6.6212684813989844e-12,-3.1305852118398028e-12
0.201,5.3,-1.353581510943312e-11,-2.6634841855204243e-11,-1.0592676332631037e-11,-6.430737566849103e-12
0.201,5.45,-1.9972892850857056e-12,-3.765699990769564e-12,-1.542109900612829e-12,-8.904764655387225e-13
0.201,5.6,5.6747580827811554e-09,1.0734221230986209e-08,4.195129849107379e-09,2.3606747540447305e-09
0.201,5.75,-1.208801065552041e-13,-1.4456258755529915e-13,-8.258247272043184e-14,-1.47910601637814e-14
0.201,5.9,-5.432224438502501e-13,-1.681352341538691e-12,-4.598250026984856e-13,1.075224338367549e-12
0.201,6.05,-4.2100179005562664e-08,-7.94927592774093e-08,-3.381193897901509e-08,-1.6854522140504493e-08
0.201,6.2,2.215633607106202e-10,4.175770708125618e-10,1.7588254266083325e-10,8.626083917131166e-11
0.201,6.35,-1.4781782326888266e-09,-2.470900281312605e-09,-8.112418820182973e-10,-3.761111895469505e-10
0.201,6.5,-2.8826860528697796e-09,-4.610372963281143e-09,-1.353867390763274e-09,-6.08997665446756e-10
0.201,6.65,-4.379663024619272e-11,-7.247138214057355e-11,-2.4058681146932706e-11,-9.842748812336908e-12
0.201,6.8,-5.255300024215199e-11,-8.934031044366892e-11,-3.21328522327807e-11,-1.4062040108897361e-11
0.201,6.95,-3.9551610917046686e-13,-7.552100789801486e-13,-3.7283378390925223e-13,-3.2682781305912276e-12
0.201,7.1,1.9927446929414512e-11,2.061571481952396e-11,-4.367793820091064e-12,-1.548485572555474e-12
0.201,7.25,1.1350881617110716e-09,2.6695621646120954e-09,1.6707850190033865e-09,6.383358178690395e-10
0.201,7.4,-1.2084817289436199e-13,-2.8205664290841556e-13,-1.6886732030390844e-13,-7.789316487923028e-14
0.201,7.55,-5.732269615864416e-10,-1.0754409833465471e-09,-5.239900584965692e-10,-1.8826682406263206e-10
0.201,7.7,-8.511204493059654e-11,-1.5561989027971273e-10,-7.18694797814232e-11,-2.6630264521858652e-11
0.201,7.85,1.3660742109808814e-11,4.1548864270273e-11,1.1107235219998656e-11,1.1902067093800892e-11
0.201,8.0,-1.1704736427680211e-13,-2.0700770392815838e-13,-9.097584855606285e-14,-2.997787820349902e-14
0.221,0.5,5.940741426773639e-10,5.543914778686463e-15,4.900170865475539e-10,0.7095022626955843
0.221,0.65,-6.017566615231498e-07,-6.356914764711566e-12,-7.641560482681349e-07,0.7095020767807407
0.221,0.8,-3.021646306814832e-08,-5.562514106659814e-13,-2.5563951786062302e-08,0.709502255273884
0.221,0.95,-1.8518365772727169e-06,9.392206902357625e-07,-1.5799488010139896e-06,0.7095003784438589
0.221,1.1,-1.0385489072044972e-08,0.06095439013466445,6.765587951356182e-08,0.6095433197449335
0.221,1.25,-4.266579091150507e-09,0.12171945696732396,-7.567631507771126e-09,0.4868778237839623
0.221,1.4,-2.5494349484484507e-08,0.15170393785423336,-1.1347406020487883e-08,0.39751776895080554
0.221,1.55,1.845475771019551e-08,0.16768939610988914,4.260258156859127e-09,0.3048897970670567
0.221,1.7,8.321190614144094e-11,0.16443409668405376,7.379104276462537e-11,0.2414392051640521
0.221,1.85,-4.702262148568367e-07,0.1471511152580353,-2.395563615271636e-07,0.1731192089936568
0.221,2.0,-5.9800090317403495e-09,0.1330782367441383,-1.3529128531939796e-09,0.14606228634430182
0.221,2.15,-8.328378093137193e-09,0.10764161315338454,-1.899153919101868e-09,0.1044671896648363
0.221,2.3,2.4049926352863722e-09,0.06746914337579882,1.035767280897851e-10,0.05923320112424385
0.221,2.45,4.962263440449907e-12,0.01876266836642196,3.4807884407835113e-12,0.034493394563262225
0.221,2.6,2.3407446006315987e-12,-1.439353390840336e-09,1.7100102443421156e-12,-8.304644128188307e-10
0.221,2.75,4.676428635840541e-10,4.441185471270572e-09,5.404080620631561e-10,4.092336402104914e-09
0.221,2.9,-4.733638923303829e-10,-2.0935142364784105e-09,-3.313223645605804e-10,-1.0617656391958516e-09
0.221,3.05,-1.3983260784265686e-13,1.7970121855821126e-12,-1.0684290523645951e-13,-1.7237801003728957e-12
0.221,3.2,-1.2500240918045425e-11,-2.3950875852741673e-11,-9.363205691557746e-12,-2.4273719442819863e-11
0.221,3.35,3.112084508515415e-12,5.042550930091481e-11,3.79441844263414e-15,3.267461814344361e-11
0.221,3.5,-2.4251846953286016e-11,-1.7509359313016893e-10,-1.7164363345941583e-11,-1.0456257271651979e-10
0.221,3.65,-4.8310280444818965e-11,8.074700070654281e-11,2.9242620527014314e-11,2.769424339206189e-10
0.221,3.8,1.7323348258214848e-10,4.384202789605113e-10,1.286333886654916e-10,1.6537110202956056e-10
0.221,3.95,-2.1321626182402248e-10,-5.330763703488976e-10,-1.7601509687735446e-10,-2.011035012134368e-10
0.221,4.1,1.43088850694981e-11,1.4422722861915677e-10,9.240209539582819e-12,8.861461559532342e-11
0.221,4.25,1.526660413521636e-11,1.8273929932350044e-11,-1.6522639393550373e-11,-1.3232534172556307e-11
0.221,4.4,2.7286240947366624e-12,3.5924816211060862e-12,2.0062777322694487e-12,2.2663206640399615e-12
0.221,4.55,8.593856840366391e-11,1.9978533648094122e-10,6.278809012095912e-11,6.631528803202258e-11
0.221,4.7,1.7248305108464702e-09,3.808451018148427e-09,1.4399015402297382e-09,1.2111930641343345e-09
0.221,4.85,-2.522625887104338e-11,-5.240868408634502e-11,-1.9678357316114637e-11,-1.4815912413808856e-11
0.221,5.0,1.3586847297530606e-10,2.586251276825471e-10,6.353086653644448e-11,5.364751353703468e-11
0.221,5.15,1.3119692687289132e-06,2.028004617503158e-06,2.0291030275607462e-07,1.37706257608655e-07
0.221,5.3,1.036001616791605e-05,-1.1911017559765342e-05,-3.424143235860213e-05,-2.0741117290821793e-05
0.221,5.45,-5.348207877859652e-13,-1.9149990934909804e-13,4.5757774651192626e-14,2.4227292966141086e-14
0.221,5.6,4.851422717673685e-12,5.014103345891686e-12,1.776866236346606e-13,-7.038642229870103e-13
0.221,5.75,-6.717022124990388e-11,-1.2759365497941206e-10,-5.1312930942052625e-11,-2.830470753172865e-11
0.221,5.9,-1.890401534616558e-09,-3.2354606228364377e-09,-9.990851469319298e-10,-5.328919185289543e-10
0.221,6.05,-4.7249116524050854e-11,-8.921244184499904e-11,-3.5850540924794205e-11,-1.9214721166930585e-11
0.221,6.2,-4.6911276601871984e-11,-7.775162558516206e-11,-3.367344373493243e-11,-1.6717631605539103e-11
0.221,6.35,-9.189036137910897e-13,-1.8200115578935605e-12,-6.776919161177295e-13,-2.9128660710950137e-13
0.221,6.5,2.4851918813870833e-11,6.171914525415622e-11,1.3198530650735323e-11,-6.325064242602516e-14
0.221,6.65,-1.8062738169668597e-09,-3.267420821773584e-09,-1.3064182231386492e-09,-5.92707205032728e-10
0.221,6.8,9.140218101953979e-09,1.2963889235079476e-08,2.2236461975087623e-09,9.79792337410574e-10
0.221,6.95,-5.985367599342242e-11,-1.166343318157206e-10,-4.453389872817922e-11,-1.4491737099552517e-11
0.221,7.1,-8.896327130258319e-10,-2.305962692732483e-09,-1.5517264646673876e-09,-6.380578635823192e-10
0.221,7.25,2.319559708949171e-11,4.887477671268453e-11,2.6592311127082483e-11,1.0606766360175254e-11
0.221,7.4,-5.381138713768975e-12,-1.35134391826707e-11,-3.9703006904529844e-12,7.436498102413788e-12
0.221,7.55,-1.2501407290007088e-10,1.0756470679995318e-10,3.188837712728877e-10,1.1990384116480556e-10
0.221,7.7,-7.186902873194926e-09,-1.8040100348734946e-08,-1.1956640129398767e-08,-4.3763922389219554e-09
0.221,7.85,1.3727023156739885e-11,2.0389590183716907e-11,1.0602686677268876e-11,-2.5515068748481244e-12
0.221,8.0,-3.2596906792884557e-13,-1.7200135185986416e-13,-2.455256023324759e-13,-1.8846836324387025e-13
0.241,0.5,2.41243559327872e-09,-7.219034671027711e-16,1.7282316839882077e-09,0.717012448598747
0.241,0.65,-5.764055651760163e-07,9.16534725939235e-15,-6.117956575039185e-07,0.7170122992652769
0.241,0.8,4.1135411714194874e-07,3.8862735100731466e-13,4.4161144979324107e-07,0.7170125550400088
0.241,0.95,5.806147956565995e-06,9.658598356633444e-07,3.2602448019309908e-06,0.7170119296380163
0.241,1.1,-0.006547610164176207,0.05553321842199409,-0.007294003158473145,0.6254229824451529
0.241,1.25,2.859014161113184e-06,0.12406659678457659,1.8633616300707444e-06,0.4962664768881983
0.241,1.4,-1.8104111087473172e-09,0.15924125634507022,-9.654939721953376e-10,0.39810314122685847
0.241,1.55,-1.965357169976167e-10,0.17409182145339228,-1.3119140300977599e-10,0.316530584452292
0.241,1.7,1.0957282119984466e-10,0.17300951916694474,7.269451182642347e-11,0.24715645594796767
0.241,1.85,7.368603391843571e-08,0.15896160633112907,6.759957211805525e-08,0.18701369249226485
0.241,2.0,-1.9451141969091168e-08,0.1340210679319047,-1.59130219401239e-08,0.13402164992999166
0.241,2.15,-1.509748819993786e-08,0.1141702909901999,2.384018783950788e-10,0.10633016829158484
0.241,2.3,0.0001720289639730011,0.06637663883921416,0.0002015136064140787,0.05357162248015013
0.241,2.45,0.0002657723895818717,0.020028014281431562,0.00022638302725445832,0.013785729745758557
0.241,2.6,-1.3230740145383833e-11,-3.765347196658707e-10,-1.0053227276713142e-11,4.859470324520854e-10
0.241,2.75,-1.1902747394987517e-11,-6.702417792957166e-11,-8.5387412178986e-12,-2.851425488564873e-11
0.241,2.9,-5.3743756127288294e-11,-4.0568094045839645e-10,-2.8412147831928064e-11,-2.0767363791421177e-10
0.241,3.05,7.902076093585537e-13,5.624294203656575e-11,6.381227880969708e-13,4.118778984941698e-11
0.241,3.2,-3.547758055926453e-10,-1.2405913130279236e-09,-1.4298353962940412e-10,-3.723980731424306e-10
0.241,3.35,-2.104354141311602e-09,-7.220374020011384e-09,-2.1326896217922543e-09,-4.377732612988399e-09
0.241,3.5,-1.250706845812109e-09,-3.5712183151994896e-10,-8.884662421937708e-10,3.7562657627003194e-10
0.241,3.65,-1.810392012393563e-12,-4.0967915232274673e-13,-2.5898021286957623e-12,2.6784547390163535e-14
0.241,3.8,-1.2933073671113572e-11,2.1062804204979425e-10,-1.566182919197372e-11,8.051346782403066e-11
0.241,3.95,0.00381403956170367,0.0077282610008307055,0.0019107906895715846,0.00204209120607543
0.241,4.1,-6.354130115810868e-10,-1.5024383120851843e-09,-3.6632454792233006e-10,-4.5845674534955506e-10
0.241,4.25,-5.4745120153222245e-12,-4.3235800236162985e-12,-3.842741166671921e-12,5.414901482790281e-12
0.241,4.4,-2.6006114204695845e-10,-6.329514369939518e-10,-1.811872288632835e-10,-2.2469857876755757e-10
0.241,4.55,-4.6222335363418924e-10,-1.0827624927693378e-09,-4.5196262455591616e-10,-3.991912257795267e-10
0.241,4.7,3.993374249503534e-09,7.612764493127948e-09,1.7784391201080686e-09,1.4882853214957533e-09
0.241,4.85,-1.2278089525017428e-09,-2.3654280015605246e-09,-6.339765171161567e-10,-5.028897756719618e-10
0.241,5.0,-2.367877453960087e-10,-4.3898194737436746e-10,-1.1560499805979918e-10,-8.550118423618214e-11
0.241,5.15,-6.13685759464984e-09,-1.2702630739901137e-08,-5.029346887809488e-09,-3.516900260739062e-09
0.241,5.3,3.590176287867931e-13,3.368369256911775e-13,-2.2918107985401675e-13,-1.506852923712346e-13
0.241,5.45,-2.2283295892826995e-09,-4.3945481390608455e-09,-1.659230722243406e-09,-1.069925028575378e-09
0.241,5.6,5.537151962536241e-09,1.2632012752110806e-08,6.599163135076243e-09,4.007913756136629e-09
0.241,5.75,-2.2261632226980013e-13,1.57621909137905e-12,-3.397831137102692e-13,1.8730498729350118e-12
0.241,5.9,8.913090070364613e-10,1.709013184248074e-09,6.815635373555524e-10,3.809552326263508e-10
0.241,6.05,4.7096888616135145e-12,2.977822599616975e-11,2.9887842369860318e-12,2.064506776140296e-11
0.241,6.2,-2.7348108926364938e-12,-5.464182730199833e-12,-2.0237134734173325e-12,-1.409163982623688e-12
0.241,6.35,-3.9431507759903516e-08,-6.522538969465533e-08,-1.8983498720835684e-08,-9.475657162873791e-09
0.241,6.5,-8.780368436078904e-11,-1.535501871027345e-10,-6.295766096605942e-11,-2.8495561726104817e-11
0.241,6.65,-4.0266019598747026e-09,-7.321697354321976e-09,-2.905439238333903e-09,-1.3549300552221548e-09
0.241,6.8,-5.034929117494088e-11,-1.0967088507031333e-10,-6.027669420400654e-11,-2.696247795323973e-11
0.241,6.95,-3.955083738599402e-10,-4.810766789278469e-10,6.48207019573704e-12,2.7415238636974982e-12
0.241,7.1,-2.2745922143559082e-10,-3.6216628578420237e-10,-1.3851423366232228e-10,-4.3223601875217134e-11
0.241,7.25,-3.4037898361191436e-08,-4.887255554723847e-08,-9.67094047774544e-09,-3.999278321390367e-09
0.241,7.4,-6.404710444508992e-12,-1.3497010563845336e-11,-7.28766393253744e-12,-2.926619611438625e-12
0.241,7.55,2.38432006017071e-11,4.190408684846028e-11,1.68821579960731e-11,6.4202885095930695e-12
0.241,7.7,-1.1425249696687815e-07,-2.568209619674215e-07,-1.513419624986679e-07,-5.759646667963268e-08
0.241,7.85,1.4941518556313416e-09,2.485287117329114e-09,9.020325371593211e-10,3.349108638420435e-10
0.241,8.0,-1.478686954126368e-11,-2.574608166200645e-11,-1.0406008155600356e-11,-3.666184824323081e-12
0.261,0.5,0.0031081220926845394,6.411066149803038e-16,0.0018613873014596734,0.7238806404271945
0.261,0.65,0.0014983688758864356,4.921049422205511e-15,0.0008450296164145037,0.7236071657449562
0.261,0.8,0.014274754300984085,3.669379574457114e-19,0.010010163679962634,0.7259858769391606
0.261,0.95,0.01788140359898647,1.4129528170175799e-06,0.00971548400436075,0.7261537509052733
0.261,1.1,0.011448679619579533,0.062895800612928,0.005540502570167057,0.6264915830075093
0.261,1.25,0.013379717677598168,0.12716296582009884,0.007958904423356037,0.5074650939219109
0.261,1.4,0.009980042232514072,0.16444704388078255,0.0064153709250460034,0.4101446367407579
0.261,1.55,0.024415546696587156,0.18638338155430603,0.014860391497845724,0.3368233935030025
0.261,1.7,0.017893151923107177,0.1886830058046864,0.009172948396775286,0.26503191735486914
0.261,1.85,0.020500195491745723,0.1837660236749777,0.01264332830566609,0.21403045139119378
0.261,2.0,0.024293719836278854,0.1734107215933915,0.014552715927710819,0.16963894184571596
0.261,2.15,0.03127596628788673,0.16722494487849576,0.017725225150952654,0.1432647645220686
0.261,2.3,0.015738932436686573,0.11555105360992199,0.01103832417237654,0.08947653460630803
0.261,2.45,0.014964352058162355,0.08708164703497052,0.008992207555006685,0.05813406043955418
0.261,2.6,0.023972280638193722,0.09048167544119363,0.013808302451572291,0.05097436677101887
0.261,2.75,0.00453065903807789,0.025113060800602372,0.002206949655534127,0.011568055721023426
0.261,2.9,0.007418232066387087,0.028427048362872215,0.004252571400316147,0.01337618584825162
0.261,3.05,0.012528270672391002,0.03934903299470678,0.0063432075668558895,0.015740256166838745
0.261,3.2,0.013399074329010002,0.03780567283081116,0.006931840648288376,0.014246407497918995
0.261,3.35,0.017553295221045706,0.04425245245930954,0.009242672672889734,0.015558663161256652
0.261,3.5,0.0063773623857886815,0.015623112249217258,0.003488030896357541,0.005308836156290067
0.261,3.65,0.010284068758909965,0.024759959967840046,0.005858277973643068,0.008273854880693871
0.261,3.8,0.015269067917056244,0.033909088431994514,0.008027028765080602,0.010074435633995408
0.261,3.95,0.006787130634418127,0.015421229051051194,0.0036908599325552786,0.004477068087229859
0.261,4.1,0.0032542429178576944,0.007030988221031079,0.001595426756136648,0.0017896967629825098
0.261,4.25,0.012748311246914428,0.027442025097448745,0.008276621231326518,0.008302076056371116
0.261,4.4,0.02096590549389135,0.041836786457513306,0.011747590014714992,0.010704067798847222
0.261,4.55,0.009413447074429506,0.018359408962163735,0.005078304393273103,0.00437949055029251
0.261,4.7,0.013019897215393192,0.024327400788746734,0.006305754774496011,0.005124803643944792
0.261,4.85,0.011134713391980302,0.020837228573388454,0.006496017718297419,0.004789754959925282
0.261,5.0,0.006018288276231435,0.011593232235755856,0.00369385185433607,0.0027403877865317676
0.261,5.15,0.0180744582149958,0.03258121565643109,0.010036779406704738,0.006729245818788279
0.261,5.3,0.007944945720098595,0.014140981602318211,0.004082153723346781,0.002698066425528875
0.261,5.45,0.007189324753752604,0.013460408201112009,0.004635086517930764,0.0029550632693375184
0.261,5.6,0.010196442472187614,0.01753370031631199,0.0051300688222988035,0.003077313717560074
0.261,5.75,0.01747600761280062,0.029907887126557158,0.009086389454275978,0.00522113065714667
0.261,5.9,0.01328039051171952,0.023013435316713987,0.007511967349253125,0.004123914860551671
0.261,6.05,0.01484700827136042,0.025042628794116804,0.007721244921696457,0.004091960573869428
0.261,6.2,0.013839816619865908,0.023327370900544802,0.007506833644918001,0.003799852489802219
0.261,6.35,0.011914956270418886,0.01985210514273297,0.006227700860629932,0.003097181032434799
0.261,6.5,0.011388876913206511,0.020430058912111283,0.007811187412283077,0.0037624708835249307
0.261,6.65,0.013022761839569266,0.021760871930330404,0.007195299315578149,0.0033521476138592375
0.261,6.8,0.004702996057296878,0.007718547161177277,0.0023900816680366096,0.0010989484772110127
0.261,6.95,0.014105309949014048,0.022744547630527558,0.007221434487245608,0.0031143539813798657
0.261,7.1,0.006019569744358013,0.007912377427452029,0.000849400325156663,0.00016264815598816194
0.261,7.25,0.011727403176830593,0.019459426342812055,0.0069654258186339305,0.0028019036284834637
0.261,7.4,0.014163306200408298,0.022940393638868083,0.007748274225245931,0.00308435269106457
0.261,7.55,0.009950275010866053,0.015589554645100572,0.004746192290146065,0.0018672438518338938
0.261,7.7,0.008577001758675642,0.013517869929406415,0.004245108694230957,0.0016273758815757947
0.261,7.85,0.02345594933994634,0.0372796578069989,0.012581126793126809,0.004569728409958057
0.261,8.0,0.008146082065729464,0.01269433503266588,0.003952148562170651,0.0014448383604315834
0.281,0.5,0.03319603236749835,7.220216497785319e-45,0.02221673200272145,0.734580376291528
0.281,0.65,0.03430169418183578,4.7025625488112426e-32,0.02253776835040425,0.7346983862875025
0.281,0.8,0.03343990314181602,3.808127637529022e-19,0.022018767170958638,0.7345566053517698
0.281,0.95,0.03401004913666837,1.3418211952579289e-06,0.02227454969715779,0.734632204490366
0.281,1.1,0.03330155649346197,0.06377219831958046,0.02220740258975866,0.6377636306928205
0.281,1.25,0.03311029237242706,0.13002403424501033,0.02211512515244149,0.5201370742687715
0.281,1.4,0.033223079819734276,0.17064113695869249,0.02178336141352997,0.42620566300350954
0.281,1.55,0.03302911204975907,0.19256175734071984,0.021759630844107893,0.3497951529948643
0.281,1.7,0.03268365741705127,0.20066276036754052,0.021507325827193686,0.28628634731021463
0.281,1.85,0.03314729591871162,0.19904386407758218,0.021788067440582683,0.23370666841984997
0.281,2.0,0.034216325970744574,0.1911522340873274,0.022656885410109177,0.1908532005483901
0.281,2.15,0.03311982648463898,0.17675551343184231,0.02183062913882303,0.1532573971589967
0.281,2.3,0.033769258525082876,0.16229600857309817,0.022274242682765833,0.12435281264819828
0.281,2.45,0.032514513168008824,0.14454903484129283,0.021406700342316974,0.09921370307824944
0.281,2.6,0.03400313820474021,0.1332621673368281,0.022508395949797155,0.08293811101789048
0.281,2.75,0.03327450778545399,0.11927554889730782,0.02184809074815149,0.06756649749530105
0.281,2.9,0.03385949259104405,0.11060860100810073,0.02251628785037729,0.05808196127861563
0.281,3.05,0.03368870872878551,0.10177073950093012,0.022265826272746196,0.04934136309243971
0.281,3.2,0.0333943688871747,0.09433299572515051,0.022066992985406406,0.042603842635761814
0.281,3.35,0.03364638200386737,0.0893466367784708,0.022145086516691705,0.03766395380616873
0.281,3.5,0.03374218538398917,0.08505915388236844,0.022205571602195263,0.03369514847960772
0.281,3.65,0.03312499662342326,0.07999490286965803,0.021732648500516646,0.02984556999162883
0.281,3.8,0.03373547055718291,0.07823670542840849,0.022205582899428023,0.02767101167358635
0.281,3.95,0.032940353421220744,0.07409510937398864,0.021784331024183395,0.024975541026015353
0.281,4.1,0.03378026618009662,0.0734003568524344,0.02209511845363662,0.023342527780752482
0.281,4.25,0.0328879589487526,0.07000760143631479,0.0218451198092691,0.02148807176213591
0.281,4.4,0.03327308665980236,0.06908017189786816,0.022021128436582098,0.020206993068424918
0.281,4.55,0.03364823491112297,0.06830532567358617,0.022156578850859626,0.0190620041029931
0.281,4.7,0.032792884415024495,0.06550237378633375,0.021678418711196683,0.017600429337339882
0.281,4.85,0.03311098393646879,0.06500501187830238,0.021850803278315414,0.01676339400757474
0.281,5.0,0.033554573297232895,0.06479123461877492,0.02204428874786102,0.01602457615471593
0.281,5.15,0.03284968937883867,0.06260315051547874,0.021530247406848713,0.014909530737953008
0.281,5.3,0.03259702640094932,0.06146758839796142,0.021463208118740102,0.014177674622981362
0.281,5.45,0.03255279694868231,0.0608015468393161,0.0215469189069795,0.013600783373522062
0.281,5.6,0.03317085532880994,0.061314918332603684,0.02196972928660294,0.013268149669438858
0.281,5.75,0.03345595843812594,0.06101927241810808,0.021844532273170597,0.012658272222635816
0.281,5.9,0.03279360906428615,0.05946774478211857,0.021562690943377417,0.012024708089296456
0.281,6.05,0.03291636451093596,0.059169915149127464,0.021566913132405476,0.011580062499906743
0.281,6.2,0.03375073032160589,0.06031989234745794,0.022254615174950643,0.011504887582056911
0.281,6.35,0.032717993548237165,0.05819264157335069,0.021633627877386867,0.01082052969979222
0.281,6.5,0.03387268081497239,0.05977938905942487,0.022319562479901713,0.010773761662670365
0.281,6.65,0.032389793692463205,0.05712499959715782,0.021612705975212438,0.010124335423199793
0.281,6.8,0.03367925687252451,0.05886454225114326,0.022240793945120244,0.010077715139792779
0.281,6.95,0.03284785396169841,0.05707783073974369,0.021574652154668375,0.009499219859808243
0.281,7.1,0.03249489810153451,0.05635504922062089,0.02149748274312837,0.009196631292786703
0.281,7.25,0.03381540103590723,0.0584566166941071,0.022481770780259744,0.009327986834492645
0.281,7.4,0.03347325851099874,0.05737464363563475,0.02190315040766451,0.008849583453412286
0.281,7.55,0.03322663090242339,0.05679936110169319,0.0217894858561055,0.008575732872355886
0.281,7.7,0.03265840454528476,0.05571548783511342,0.021485804429894895,0.00824602793333341
0.281,7.85,0.03344098960980265,0.057005049083078005,0.022180535531090385,0.008290164852399497
0.281,8.0,0.032947671131967664,0.05591237996567409,0.02172640916706859,0.007930597468916504
0.301,0.5,0.050709241729008384,5.957269357948422e-25,0.03380249636088168,0.7421026334510649
0.301,0.65,0.05071327514476785,-1.5704216606673396e-26,0.03378982744876974,0.7421005349083727
0.301,0.8,0.05078039612363665,3.6420894478145923e-19,0.033838682243452885,0.7421129595150864
0.301,0.95,0.050714694590040264,1.3769755288668589e-06,0.033804111252187095,0.742101249720819
0.301,1.1,0.05073373502038784,0.06462771128676223,0.03382289285901909,0.6462573202555215
